ID,genus,species,flora_area_cm2,flora_area_model_version,crown_image,landscape_1,landscape_2,landscape_3,landscape_4,longitude,latitude,timestamp,timespan,bee,butter,fly,nesting,spring,forage_summer_1km,forage_fall_1km,insecticide,barren,corn,developed,forest,grain,orchard,pasture_hay,soybeans,vegetables_small_fruit,water_wetlands
226,Rudbeckia,x,430.2627993,FloralAreaCalculator 1.0.0,1_226..jpg,2_226..jpg,3_226..jpg,4_226..jpg,5_226..jpg,-77.86949,40.8049,2025-09-09 15:17:19.695712+00:00,600,10,0,0,0.271875,0.409375,0.534375,0.409375,0.30625,0.000575321,0.210715253,0.043819189,0.24542555,0.033349932,0,0.213856483,0.247964254,0.003739585,0.000554433
225,solidago,x,28.73360786,FloralAreaCalculator 1.0.0,1_225..jpg,2_225..jpg,3_225..jpg,4_225..jpg,5_225..jpg,-77.869644,40.804672,2025-09-09 14:59:34.389257+00:00,600,7,0,0,0.26875,0.409375,0.534375,0.409375,0.290625,0.000575321,0.219410577,0.042984842,0.239799787,0.028159938,0,0.202439568,0.261767884,0.003739585,0.001122497
224,Daucus,carota,10.00627839,FloralAreaCalculator 1.0.0,1_224..jpg,2_224..jpg,3_224..jpg,4_224..jpg,5_224..jpg,-77.96555,40.700184,2025-09-08 16:21:19.129969+00:00,600,0,0,1,0.50625,0.378125,0.5,0.378125,0.940625,0.000575321,0.223446177,0.043035903,0.234941426,0.027083588,0,0.200049146,0.265908503,0.003739585,0.001220351
223,Lotus,corniculatus,None,None,1_223..jpg,2_223..jpg,3_223..jpg,4_223..jpg,5_223..jpg,-77.96551,40.700275,2025-09-08 16:09:35.432429+00:00,600,1,0,0,0.496875,0.378125,0.5,0.378125,0.996875,0.000862981,0.052745391,0.563070575,0.133952615,0.018551292,0.00028766,0.205768436,0.023611788,0.000429879,0.000719382
222,Lotus,corniculatus,18.5816376,FloralAreaCalculator 1.0.0,1_222..jpg,2_222..jpg,3_222..jpg,4_222..jpg,5_222..jpg,-77.96494,40.699963,2025-09-08 15:55:39.567816+00:00,600,3,1,1,0.509375,0.38125,0.5,0.38125,0.85,0.000862981,0.054318129,0.561333226,0.132298852,0.018548585,0.00028766,0.207759981,0.023427281,0.00053357,0.000629735
221,Daucus,carota,24.16509587,FloralAreaCalculator 1.0.0,1_221..jpg,2_221..jpg,3_221..jpg,4_221..jpg,5_221..jpg,-77.96496,40.6999,2025-09-08 15:43:30.263175+00:00,600,0,0,2,0.509375,0.38125,0.5,0.38125,0.85,0.000862981,0.048877617,0.576090201,0.140535566,0.019144224,0.00028766,0.193612255,0.019591057,0,0.000998438
220,solidago ,canadensis,6.654109589,FloralAreaCalculator 1.0.0,1_220..jpg,2_220..jpg,3_220..jpg,4_220..jpg,5_220..jpg,-77.94162,40.714207,2025-09-08 15:07:42.343961+00:00,600,1,0,1,0.24375,0.2625,0.415625,0.2625,2.725,0.000862981,0.051983038,0.564300527,0.135035424,0.018719437,0.00028766,0.204091787,0.023676053,0.000316121,0.000726972
219,Trifolium,pratense,5.652597646,FloralAreaCalculator 1.0.0,1_219..jpg,2_219..jpg,3_219..jpg,4_219..jpg,5_219..jpg,-77.94152,40.71381,2025-09-08 14:52:00.577311+00:00,600,1,0,0,0.25,0.265625,0.41875,0.265625,2.65625,0.000862981,0.05703243,0.556459523,0.130793614,0.019000137,0.00028766,0.210580228,0.024027165,0.000575321,0.000380941
218,Trifolium, pratense,None,None,1_218..jpg,2_218..jpg,3_218..jpg,4_218..jpg,5_218..jpg,-77.94095,40.7142,2025-09-08 14:19:46.963042+00:00,600,0,1,0,0.24375,0.259375,0.415625,0.259375,2.75625,0.000575321,0.07472683,0.409307585,0.188888118,0.001725962,0.00028766,0.321611919,0.002588944,0.00028766,0
217,Solidago,canadensis,0,FloralAreaCalculator 1.0.0,1_217..jpg,2_217..jpg,3_217..jpg,4_217..jpg,5_217..jpg,-77.94083,40.714355,2025-09-08 14:06:30.160600+00:00,600,1,0,0,0.246875,0.2625,0.415625,0.2625,2.725,0.000862981,0.208350618,0.448795553,0.079905496,0.011632232,0,0.131265772,0.116598405,0.002588944,0
216,Physostegia,virginiana,112.7369381,FloralAreaCalculator 1.0.0,1_216..jpg,2_216..jpg,3_216..jpg,4_216..jpg,5_216..jpg,-77.81305,40.784317,2025-09-05 20:18:00.662098+00:00,600,17,0,0,0.303125,0.409375,0.521875,0.409375,0.475,0.000575321,0.072483444,0.4310675,0.179934743,0.001725962,0.00028766,0.311048766,0.002588944,0.00028766,0
215,daucus,carota,45.38985773,FloralAreaCalculator 1.0.0,1_215..jpg,2_215..jpg,3_215..jpg,4_215..jpg,5_215..jpg,-77.81314,40.78444,2025-09-05 20:04:53.276483+00:00,600,0,0,1,0.303125,0.409375,0.521875,0.409375,0.475,0.000575321,0.072304379,0.431447587,0.180266224,0.001725962,0.00028766,0.310516263,0.002588944,0.00028766,0
214,Daucus,carota,None,None,None,None,None,None,None,-77.81251,40.783833,2025-09-05 19:43:20.805247+00:00,0,1,0,1,0.30625,0.4125,0.525,0.4125,0.45,0.000575321,0.070684853,0.45010683,0.179531032,0.001644255,0.00028766,0.295060807,0.001821581,0.00028766,0
213,solidago,x,None,None,1_213..jpg,2_213..jpg,3_213..jpg,4_213..jpg,5_213..jpg,-77.81302,40.784214,2025-09-05 19:32:43.933026+00:00,600,6,0,2,0.303125,0.409375,0.521875,0.409375,0.475,0.000575321,0.070410315,0.482002972,0.136279415,0.002030834,0.00028766,0.305851133,0.002274689,0.00028766,0
212,Physostegia,virginiana,None,None,None,None,None,None,None,-77.8134,40.78461,2025-09-05 19:16:03.634558+00:00,600,18,0,0,0.303125,0.409375,0.521875,0.409375,0.4875,0,0.04581693,0.487834971,0.152678763,0.002876604,0.00028766,0.307793726,0.001725962,0.000862981,0.000122401
211,Achillea,millefolium,None,None,1_211..jpg,2_211..jpg,3_211..jpg,4_211..jpg,5_211..jpg,-77.87475,40.809643,2025-09-05 16:41:12.627594+00:00,600,0,0,0,0.325,0.38125,0.509375,0.38125,0.60625,0.000862981,0.214730853,0.478513233,0.070062232,0.009896602,0,0.127821721,0.095523434,0.002588944,0
210,Solidago,canadensis,114.1417599,FloralAreaCalculator 1.0.0,1_210..jpg,2_210..jpg,3_210..jpg,4_210..jpg,5_210..jpg,-77.87494,40.809254,2025-09-05 16:28:25.047828+00:00,600,0,0,3,0.325,0.38125,0.509375,0.38125,0.59375,0.000287616,0.241432138,0.058348577,0.309392873,0.030875622,0,0.247375344,0.111137188,0.000862981,0.00028766
209,Securigera,varia,None,None,1_209..jpg,2_209..jpg,3_209..jpg,4_209..jpg,5_209..jpg,-77.87507,40.809277,2025-09-05 16:14:54.067454+00:00,600,4,1,0,0.325,0.38125,0.509375,0.38125,0.59375,3.30E-05,0.249050571,0.059972946,0.299287714,0.032735008,0,0.244974536,0.112981496,0.000677116,0.00028766
208,solidago ,x,70.84418356,FloralAreaCalculator 1.0.0,1_208..jpg,2_208..jpg,3_208..jpg,4_208..jpg,5_208..jpg,-77.87608,40.809338,2025-09-05 15:55:03.496770+00:00,600,0,0,0,0.325,0.378125,0.50625,0.378125,0.6625,0,0.12789089,0.037839629,0.53930611,0.017565708,0,0.125780524,0.1380971,0.003451925,0.010068114
207,Daucus,carota,None,None,1_207..jpg,2_207..jpg,3_207..jpg,4_207..jpg,5_207..jpg,-77.87248,40.808243,2025-09-05 15:41:54.566209+00:00,600,0,0,2,0.303125,0.3875,0.51875,0.3875,0.45,0,0.132183021,0.038792552,0.518305502,0.018009101,0,0.134361601,0.144828185,0.003451925,0.010068114
206,Securigera,varia,None,None,1_206..jpg,2_206..jpg,3_206..jpg,4_206..jpg,5_206..jpg,-77.8687,40.80915,2025-09-05 15:24:11.960940+00:00,600,2,0,0,0.271875,0.3875,0.51875,0.3875,0.30625,0,0.023042771,0.767679581,0.131653863,0.003164264,0,0.073884199,0.000575321,0,0
